miners
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x95581ea0c5b362933f3523138f54d51eae817211,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x63a9975ba31b0b9626b34300f7f627147df1f526,0xf8b483dba2c3b7176a3da549ad41a48bb3121069,0x68795c4aa09d6f4ed3e5deddf8c2ad3049a601da,0x52dc504a422f0e2a9e7632a34a50f1a82f8224c7
