miners
0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93,0x35e8e5dc5fbd97c5b421a80b596c030a2be2a04d,0xbb7b8287f3f0a933474a79eae42cbca977791171,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c,0x5088d623ba0fcf0131e0897a91734a4d83596aa0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c,0xbb7b8287f3f0a933474a79eae42cbca977791171,0xbb7b8287f3f0a933474a79eae42cbca977791171,0x5088d623ba0fcf0131e0897a91734a4d83596aa0
